CLIENT,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
700,1,34,80,1,,,,,,345.3353571,,,,,,60.71714286,60.71714286,2,2,0.892857143,0.892857143,0,0,0,1,1,0,0,0,1,0,0,40.67785714,0,0
782,1,75,22,1,2,2,,,,323.6771429,37651.5,69073.49214,,,,64.56892857,63.25642857,3,2,346.5678571,346.5678571,0,343.175,0,25,25,0,24,0,0,1,0,0,2.001071429,0
132,1,50,53,1,1,,,,,79.41857143,1259.155,,,,,68.40142857,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.473214286,0,0
858,1,8,25,1,,,,,,660.2478571,,,,,,70.28642857,70.28642857,3,3,23.21428571,23.21428571,0,0,16.07142857,2,2,0,0,1,0,0,0,0,0,0
977,1,46,59,1,,,,,,2639.308571,,,,,,71.42857143,71.42857143,1,1,76.10357143,76.10357143,75,1.067857143,0.035714286,4,4,2,1,1,1,0,0,1.429642857,0,0
900,1,48,251,1,,,,,,7.145714286,,,,,,71.4325,71.4325,2,2,34.13785714,34.13785714,0,9.137857143,25,3,3,0,2,1,0,1,1,0,7.392857143,24.7975
466,0,55,185,1,1,,,,,178.5714286,2771.098571,,,,,74.715,74.715,2,2,14.10714286,14.10714286,0,10.71428571,0,3,3,0,2,0,0,0,0,0,0,0
341,0,46,171,1,,,,,,1724.347857,,,,,,82.54964286,82.54964286,3,3,97.96428571,97.96428571,0,0,95.35714286,4,4,0,0,3,0,0,1,0,0,9.75
591,0,36,150,1,,,1,,,0,,,0,,,86.41857143,84.39678571,7,6,161.6507143,77.25392857,35.71428571,34.73214286,3.535714286,13,7,1,3,1,1,1,0,0.522857143,1.786785714,0
384,1,23,160,1,,,,,,2418.876786,,,,,,87.50035714,87.50035714,2,2,88.44392857,88.44392857,50,37.3725,1.071428571,8,8,2,5,1,0,1,1,0,6.107142857,12.50607143
116,0,47,239,1,,,,,,637.8357143,,,,,,91.08071429,91.08071429,2,2,126.9285714,126.9285714,0,124.9642857,0,2,2,0,1,0,0,0,0,0,0,0
569,0,61,151,1,,,1,,,1.149285714,,,139.6621429,,,91.24428571,57.53285714,6,4,86.49428571,57.53285714,0,0,21.42857143,7,4,0,0,1,0,1,0,0,3.607142857,0
90,0,20,81,1,,,,,,649.5714286,,,,,,107.1432143,107.1432143,2,2,78.95357143,78.95357143,35.71428571,3.382142857,35.82142857,4,4,1,1,1,0,0,0,0,0,0
415,1,57,177,1,,,,,,1188.384286,,,,,,107.1432143,107.1432143,2,2,26.82857143,26.82857143,14.28571429,12.54285714,0,10,10,2,8,0,0,1,1,0,16.42857143,27.2575
1155,0,69,219,1,,,,,,31.78571429,,,,,,107.1432143,107.1432143,2,2,107.8571429,107.8571429,107.1428571,0,0,3,3,2,0,0,0,1,1,0,0.214285714,11.97642857
1255,0,42,136,1,,,,,,7410.411071,,,,,,107.1439286,107.1439286,2,2,112.5567857,112.5567857,0,0,0,5,5,0,0,0,0,1,0,0,4.714285714,0
1451,1,49,151,1,,,,,,1877.068214,,,,,,107.1457143,107.1457143,2,2,304.0685714,304.0685714,250,54.06857143,0,2,2,1,1,0,0,0,0,0,0,0
849,0,24,14,1,,,,,,146.8539286,,,,,,107.1464286,107.1464286,2,2,205.5796429,205.5796429,189.8096429,0,0,9,9,4,0,0,0,0,1,0,0,12.86821429
1045,1,53,25,1,,,1,,,469.4325,,,0,,,107.1542857,107.1542857,3,3,462.7178571,462.7178571,0,0,247.1428571,7,7,0,0,3,0,0,0,0,0,0
837,1,56,176,1,,,,,,686.4396429,,,,,,107.7167857,107.7167857,2,2,80.92857143,80.92857143,0,0,78.75,2,2,0,0,1,0,0,0,0,0,0
172,0,56,188,1,3,,,1,,0.041428571,4191.274286,,,28.97142857,,109.9739286,107.1467857,6,2,18,16.57142857,0,0,15.85714286,5,3,0,0,2,0,0,0,0,0,0
1121,0,35,190,1,,,,,,52.52642857,,,,,,114.3007143,114.3007143,2,2,689.1842857,689.1842857,256.3692857,424.9264286,0,12,12,2,7,0,0,0,1,0,0,15.38892857
716,0,37,107,1,,,,,,5070.659643,,,,,,115.4489286,115.4489286,2,2,115.6535714,115.6535714,0,14.475,100.75,7,7,0,4,1,0,0,0,0,0,0
789,1,26,2,1,,6,,,,16.42928571,,2503.260357,,,,117.84,117.84,2,2,6.251428571,6.251428571,0,0,0,2,2,0,0,0,0,0,0,0,0,0
961,0,8,154,1,,,,,,251.3360714,,,,,,125.0003571,125.0003571,2,2,128.9857143,128.9857143,0,0,0,3,3,0,0,0,0,1,1,0,12.85892857,10.56
1450,1,41,66,1,,,,,,83.72214286,,,,,,125.0010714,125.0010714,2,2,279.8857143,279.8857143,32.14285714,247.7428571,0,18,18,1,17,0,1,0,0,3.89875,0,0
865,1,23,26,1,,,,,,591.2628571,,,,,,125.275,125.275,2,2,441.4642857,441.4642857,214.2857143,14.28571429,203.4285714,12,12,3,1,5,0,0,1,0,0,7.535714286
88,1,21,33,1,,,,,,7153.65,,,,,,127.5721429,127.5721429,3,3,110.0642857,110.0642857,46.42857143,62.38571429,0,12,12,5,6,0,0,0,0,0,0,0
1352,0,67,59,1,,,,,,2228.393929,,,,,,132.1439286,132.1439286,2,2,76.66428571,76.66428571,3.571428571,73.09285714,0,3,3,1,2,0,0,0,0,0,0,0
1015,1,31,96,1,1,,,,,794.4564286,1951.595357,,,,,136.9325,136.6378571,3,2,1938.455357,1938.455357,0,672.6860714,1261.626429,31,31,0,11,19,0,0,0,0,0,0
1161,0,22,103,1,1,,,,,602.1117857,5384.086429,,,,,143.5732143,143.0407143,3,2,53.57142857,53.57142857,53.57142857,0,0,1,1,1,0,0,0,0,0,0,0,0
308,0,45,135,1,,,,,,286.4214286,,,,,,148.5725,148.5725,3,3,300.3214286,300.3214286,160.7142857,32.85714286,103.7142857,12,12,6,1,1,0,0,0,0,0,0
1537,1,29,65,1,,,,,,224.2932143,,,,,,149.8985714,149.8985714,3,3,466.1285714,466.1285714,121.4285714,181.3071429,160.7142857,19,19,3,13,1,1,0,1,38.43142857,0,3.892857143
254,0,34,55,1,,,1,,,1049.062143,,,0,,,153.5717857,153.5717857,2,2,148.7357143,148.7357143,0,0,0,3,3,0,0,0,0,0,0,0,0,0
1060,1,40,88,1,,,,,,633.7039286,,,,,,157.0717857,157.0717857,5,5,144.0453571,144.0453571,46.42857143,96.36678571,0,9,9,1,7,0,0,1,1,0,8.071428571,4.913571429
112,0,73,31,1,,,,,,204.4614286,,,,,,157.2882143,157.2882143,4,4,222.5764286,222.5764286,146.4285714,76.14785714,0,21,21,8,13,0,0,0,1,0,0,12.5
906,1,24,55,1,,,,,,50.73,,,,,,162.5007143,162.5007143,4,4,280.6092857,280.6092857,208.5060714,67.84642857,0,18,18,11,5,0,0,0,1,0,0,2.107142857
1376,0,20,36,1,,,,,1,123.9821429,,,,,2953.8125,162.9942857,92.8575,3,2,95.39285714,93.60714286,0,0,0,3,2,0,0,0,0,0,1,0,0,3.571428571
1152,1,16,179,1,,,,,,727.3235714,,,,,,164.6435714,164.6435714,3,3,151.8285714,151.8285714,17.85714286,115.4714286,16.32142857,12,12,1,9,1,0,0,0,0,0,0
536,1,29,14,1,,,,,,663.8435714,,,,,,167.7882143,167.7882143,3,3,185.6428571,185.6428571,0,0,183.4642857,2,2,0,0,1,0,0,0,0,0,0
992,1,24,83,1,,,,,,1795.121786,,,,,,168.5725,168.5725,6,6,99.96428571,99.96428571,53.57142857,46.39285714,0,2,2,1,1,0,0,0,0,0,0,0
939,1,62,151,1,,,,,,2181.302143,,,,,,171.4296429,171.4296429,2,2,170.7035714,170.7035714,0,0,0,2,2,0,0,0,1,0,0,1.585,0,0
434,1,64,130,1,,,,,,2469.842857,,,,,,173.2117857,173.2117857,3,3,174.0107143,174.0107143,71.42857143,9.510714286,92.85714286,8,8,4,2,1,0,0,0,0,0,0
1534,1,38,126,2,2,,,,,6300.916786,26708.33286,,,,,173.77,164.5264286,5,4,158,158,0,0,143.7142857,6,6,0,0,5,0,1,1,0,2.607142857,21.89285714
1554,0,46,150,1,,,,,,9641.124643,,,,,,174.2867857,174.2867857,3,3,350.8185714,350.8185714,125,13.78285714,204.8928571,10,10,3,4,2,0,1,0,0,2.138571429,0
1402,1,34,151,1,,,,,,6.307857143,,,,,,178.5714286,178.5714286,1,1,189.1607143,189.1607143,178.5714286,7.196428571,0,5,5,1,3,0,0,0,0,0,0,0
209,1,70,16,1,,,,,,6833.382857,,,,,,178.5725,178.5725,2,2,175.2142857,175.2142857,0,0,172.8214286,3,3,0,0,2,1,0,0,0.260714286,0,0
372,0,39,172,1,2,,,,,21493.71964,6884.011786,,,,,178.5725,178.5725,2,2,119.8214286,119.8214286,117.8571429,0,0,4,4,3,0,0,1,1,1,24.54589286,1.786785714,17.21428571
542,1,24,25,1,,,1,,,1525.141429,,,0,,,178.5732143,178.5732143,2,2,218.2417857,218.2417857,28.57142857,90.06321429,99.60714286,20,20,4,14,2,0,1,1,0,1.785714286,20.21428571
804,1,70,130,2,1,,,,,0,12053.17643,,,,,178.5735714,178.5735714,2,2,108.7535714,108.7535714,0,0,0,3,3,0,0,0,0,0,0,0,0,0
1585,0,28,221,1,,,,,,816.0564286,,,,,,178.5792857,178.5792857,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3.410892857,0,16.54785714
628,1,21,94,1,,,1,,,488.4596429,,,0,,,179.4453571,105.5360714,4,2,76.08785714,76.08785714,0,0,0,3,3,0,0,0,0,1,0,0,5.465357143,0
1515,0,51,105,1,1,1,,,,4640.969286,11701.81,19866.07143,,,,180.3642857,178.5721429,5,3,35.71428571,35.71428571,0,0,35.71428571,1,1,0,0,1,0,0,0,0,0,0
65,0,67,180,1,,,,,,220.4589286,,,,,,191.1789286,191.1789286,4,4,190.1071429,190.1071429,75,18.57142857,85.82142857,19,19,6,9,2,0,0,0,0,0,0
907,1,67,193,1,,,,,,778.5221429,,,,,,196.4317857,196.4317857,3,3,97.5,97.5,0,0,97.5,5,5,0,0,5,1,0,0,2.288392857,0,0
1202,1,74,62,3,,,,,,1500.808214,,,,,,196.445,196.445,2,2,53.57142857,53.57142857,0,44.14285714,7.464285714,4,4,0,1,2,0,0,0,0,0,0
85,0,25,60,1,,,1,,,364.4975,,,0,,,196.4964286,196.4964286,3,3,120.25,120.25,71.42857143,8.892857143,29.21428571,6,6,2,1,2,0,0,0,0,0,0
1404,0,68,11,1,,,,,,133.4310714,,,,,,198.9607143,198.9607143,3,3,65.71428571,65.71428571,0,0,64.60714286,3,3,0,0,2,0,1,0,0,1.786785714,0
29,0,60,150,1,,,1,,,373.3542857,,,0,,,199.4935714,192.6217857,5,4,385.2435714,192.6217857,92.85714286,0,89.28571429,8,4,1,0,1,0,1,0,0,4.286785714,0
189,1,16,22,2,,,,,1,18245.91321,,,,,6001.416786,199.8435714,110.7146429,3,2,113.2857143,106.25,0,0,0,4,2,0,0,0,0,0,0,0,0,0
1239,0,27,26,1,,,,,,1421.060714,,,,,,201.6232143,201.6232143,4,4,127.3071429,127.3071429,0,73.73571429,53.57142857,6,6,0,5,1,0,0,0,0,0,0
884,0,32,149,1,,,1,,,2250.308214,,,0,,,203.2207143,202.7010714,8,7,1030.396429,827.6982143,0,0,822.9285714,22,16,0,0,14,0,0,1,0,0,9.029642857
952,0,71,165,1,,,,,1,72.40428571,,,,,1447.709643,203.8225,148.1242857,5,4,223.3928571,219.4285714,142.8571429,0,7.142857143,7,5,1,0,1,1,1,0,1.189821429,4.285714286,0
943,0,13,150,1,,,,1,,446.3989286,,,,1.178571429,,205.9682143,205.9682143,2,2,211.8046429,211.8046429,21.42857143,133.2367857,56.925,15,15,2,11,1,0,0,0,0,0,0
739,1,69,55,1,1,8,1,,1,5519.308929,0,9824.236786,0,,3868.679643,208.4467857,150.0035714,4,2,287.0035714,282.575,0,211.1821429,0,7,5,0,3,0,0,1,1,0,2.138571429,7.785714286
704,0,63,138,1,,,,,,403.4421429,,,,,,213.3807143,213.3807143,3,3,379.3928571,379.3928571,0,0,267.7142857,5,5,0,0,3,0,1,0,0,7.1075,0
1533,1,37,181,1,,,,,,38.075,,,,,,214.2860714,214.2860714,2,2,239.4871429,239.4871429,0,13.78571429,221.2003571,4,4,0,1,1,0,0,0,0,0,0
1046,1,51,30,1,,,,,,5942.16,,,,,,214.2867857,214.2867857,2,2,156.4371429,156.4371429,0,0,0,4,4,0,0,0,0,0,0,0,0,0
753,1,45,52,1,,,,,,16357.57679,,,,,,215.1796429,215.1796429,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,0,26,152,1,,,,,,41.46035714,,,,,,218.2932143,218.2932143,2,2,295.5089286,295.5089286,0,0,292.1160714,5,5,0,0,4,1,0,0,0.601428571,0,0
444,1,63,250,1,,,,,1,494.055,,,,,608.9953571,222.2121429,117.8575,3,2,124.3214286,117.8214286,0,0,0,4,2,0,0,0,0,0,1,0,0,12.04607143
450,0,76,29,1,,,,,,2.857857143,,,,,,223.5725,223.5725,4,4,474.2421429,474.2421429,142.1232143,178.3867857,152.875,15,15,8,2,1,0,1,1,0,5.179642857,15.18428571
942,1,40,76,1,2,3,,,,2841.414286,27797.97964,0,,,,226.2610714,214.2903571,3,2,173.9285714,173.9285714,0,0,173.5,4,4,0,0,3,0,1,0,0,36.78571429,0
1568,0,40,17,1,,,,,,24.21428571,,,,,,232.1432143,232.1432143,4,4,175.4392857,175.4392857,28.57142857,13.86785714,125.8571429,9,9,2,4,2,0,1,0,0,3.071428571,0
167,1,73,92,1,,,,,,3446.811429,,,,,,232.8639286,232.8639286,3,3,170.625,170.625,42.85714286,90.73214286,37.03571429,15,15,3,8,4,1,0,0,1.703214286,0,0
631,0,65,150,1,,,,,,339.8192857,,,,,,233.9285714,233.9285714,2,2,233.5357143,233.5357143,0,0,231.5714286,3,3,0,0,2,0,0,0,0,0,0
955,0,19,62,1,,,,,,3131.223929,,,,,,250.0007143,250.0007143,2,2,246.5285714,246.5285714,0,0,129.6428571,6,6,0,0,3,1,0,1,13.05678571,0,5.702142857
719,0,35,95,1,,,,,,79.39892857,,,,,,250.0021429,250.0021429,2,2,303.3571429,303.3571429,32.14285714,142.6428571,128.5714286,11,11,1,8,2,0,0,0,0,0,0
113,0,43,150,1,,,1,,1,50.78071429,,,0,,17300.48964,251.8785714,191.8075,7,4,241.9903571,226.6475,107.1428571,16.48214286,0,12,9,2,2,0,0,0,0,0,0,0
310,0,45,149,1,,,,,,0,,,,,,252.2742857,252.2742857,3,3,449.3639286,449.3639286,357.1428571,70.97107143,17.85714286,11,11,3,6,1,1,0,0,56.13982143,0,0
1113,0,58,15,1,,,1,,,9.98,,,293.1821429,,,253.5925,253.5925,2,2,712.5192857,712.5192857,89.28571429,199.8764286,420.8571429,18,18,2,6,8,0,0,1,0,0,15.86321429
1084,1,23,102,1,,,,,,529.0857143,,,,,,253.5967857,253.5967857,2,2,731.9064286,731.9064286,535.7142857,190.4778571,0,15,15,4,7,0,0,0,0,0,0,0
447,0,30,176,1,,,,,,2418.475,,,,,,262.5010714,262.5010714,3,3,587.2467857,587.2467857,0,23.82035714,563.4264286,6,6,0,4,2,0,0,1,0,0,9.916785714
278,1,36,56,2,,,,,,272.3232143,,,,,,267.8614286,267.8614286,3,3,344.25,344.25,0,0,240.6785714,4,4,0,0,3,1,0,0,6.188392857,0,0
1577,1,66,72,1,,,,,,6280.635,,,,,,269.1078571,269.1078571,3,3,272.6,272.6,0,0,0,3,3,0,0,0,0,0,0,0,0,0
244,1,41,162,1,,,,,,5.642857143,,,,,,270.3592857,270.3592857,3,3,402.5571429,402.5571429,0,104.95,292.6071429,14,14,0,5,7,1,0,0,9.155357143,0,0
71,0,43,15,1,,,1,,,53.59607143,,,0,,,271.4303571,271.4303571,2,2,301.5,301.5,178.5714286,0,120.3214286,6,6,2,0,3,0,0,0,0,0,0
343,1,38,162,1,,,1,,,3723.582143,,,0,,,272.8582143,272.8582143,3,3,201.4042857,201.4042857,82.14285714,18.29714286,100.75,12,12,6,4,1,0,0,0,0,0,0
1099,0,35,152,1,,,,,,87.9175,,,,,,275.0017857,275.0017857,3,3,353.5342857,353.5342857,0,350.1414286,0,7,7,0,6,0,0,0,0,0,0,0
1327,1,57,124,1,,,,,,7733.049286,,,,,,275.1553571,139.2864286,3,2,144.1685714,142.3828571,0,0,0,3,2,0,0,0,0,0,0,0,0,0
1318,0,62,242,1,,,,,,3547.130714,,,,,,278.865,278.865,4,4,78.5,78.5,0,78.5,0,2,2,0,2,0,0,0,0,0,0,0
1079,1,37,68,1,,,,,,4314.886429,,,,,,281.8128571,281.8128571,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.089285714
1505,1,60,176,1,3,,1,1,,73.135,3287.658571,,490.5303571,382.625,,284.5535714,273.7010714,7,2,727.4642857,725.1071429,571.4285714,32.03571429,116.8571429,16,12,3,1,6,0,1,0,0,0.214285714,0
241,0,30,12,1,,,,,,170.8567857,,,,,,285.7592857,285.7592857,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.71428571
1570,1,70,7,1,,,,,,0,,,,,,292.6496429,292.6496429,3,3,355.5357143,355.5357143,353.5714286,0,0,2,2,1,0,0,0,0,0,0,0,0
1353,1,29,83,1,,,,1,,1257.375357,,,,30.06607143,,298.2803571,295.9289286,6,2,298.5475,296.1903571,0,0,292.8571429,7,3,0,0,1,1,0,0,6.714821429,0,0
606,1,62,151,1,1,,,,,80.62428571,313.4735714,,,,,302.1592857,301.2978571,3,2,282.9707143,282.9707143,35.71428571,30.61357143,214.4642857,7,7,1,4,1,0,0,0,0,0,0
576,1,58,63,1,,,,,1,2.021071429,,,,,883.7446429,303.3575,214.2914286,3,2,193.6428571,188.0357143,0,0,88.57142857,6,4,0,0,2,0,1,0,0,4.396785714,0
1137,0,67,51,1,,,,,,232.5589286,,,,,,305.3960714,305.3960714,4,4,25.42857143,25.42857143,0,0,23.25,2,2,0,0,1,0,0,0,0,0,0
980,0,51,88,1,,,,,,97.62857143,,,,,,307.1432143,307.1432143,3,3,414.4642857,414.4642857,7.142857143,19.64285714,383.8214286,10,10,1,1,6,0,1,0,0,7.678571429,0
921,0,36,167,2,,,,,,2691.995714,,,,,,309.0460714,309.0460714,3,3,302.6642857,302.6642857,239.2857143,63.37857143,0,19,19,10,9,0,0,1,0,0,3.8225,0
1106,1,36,19,1,,,,,,241.2782143,,,,,,309.2864286,309.2864286,3,3,292.5357143,292.5357143,192.8571429,0,99.46428571,8,8,5,0,2,0,0,0,0,0,0
272,1,61,103,1,,,,,,716.3985714,,,,,,316.4653571,316.4653571,2,2,322.5,322.5,178.5714286,0,141.5357143,5,5,2,0,2,0,0,1,0,0,13.46964286
1189,1,33,83,1,1,,,,,48.98678571,8421.004643,,,,,324.3660714,323.2625,3,2,233.4642857,233.4642857,178.5714286,0,53.57142857,4,4,1,0,1,0,0,0,0,0,0
248,0,27,127,1,,,,,,776.5903571,,,,,,325.0192857,325.0192857,3,3,253.1239286,253.1239286,132.1428571,72.995,47.98607143,14,14,4,9,1,0,1,0,0,10.60821429,0
735,1,23,53,1,,,,,,188.9946429,,,,,,326.2867857,326.2867857,6,6,339.9357143,339.9357143,214.2857143,104.7571429,16.5,20,20,6,8,1,1,0,0,4.37375,0,0
732,1,43,63,3,1,6,,,,301.1560714,347.4171429,49993.39929,,,,329.6389286,328.8971429,3,2,450.1571429,450.1571429,0,315.9071429,129.7142857,9,9,0,4,4,1,0,1,3.030178571,0,10.21428571
580,0,57,40,1,1,7,,,,4.025357143,16272.20214,2510.752857,,,,330.7235714,330.7232143,5,4,129.8214286,129.8214286,0,28.57142857,101.0357143,4,4,0,2,1,0,0,0,0,0,0
722,0,26,83,1,1,6,,,,4933.748929,465.5371429,1942.857143,,,,334.5671429,0.0075,3,1,429.6785714,429.6785714,428.5714286,0,0,3,3,1,0,0,0,0,0,0,0,0
1477,0,64,184,1,3,,1,,,1183.053929,212.6289286,,113.845,,,335.0964286,333.5053571,3,2,400.2642857,400.2642857,142.8571429,74.65714286,179.9285714,19,19,3,8,6,0,0,0,0,0,0
971,1,59,56,1,,,,,,28.57142857,,,,,,336.3071429,336.3071429,2,2,291.1917857,291.1917857,0,181.9471429,108.6017857,13,13,0,9,3,0,0,0,0,0,0
840,0,67,86,1,,,,1,,14.71214286,,,,0,,336.9085714,335.73,6,4,1380.310357,1377.953214,71.42857143,642.8571429,236.2496429,13,9,2,1,3,0,1,0,0,3.510714286,0
1555,0,19,86,1,,,1,,,393.3885714,,,0,,,337.5478571,337.5478571,2,2,271.6678571,271.6678571,142.8571429,46.84642857,17.85714286,13,13,2,2,1,0,0,1,0,0,12.35714286
1011,0,38,50,1,,,,,,358.8446429,,,,,,339.0732143,339.0732143,2,2,305.7264286,305.7264286,214.2857143,26.36928571,61.85714286,9,9,2,3,2,1,0,0,2.005357143,0,0
339,1,16,60,1,,,,,,490.9314286,,,,,,339.2864286,339.2864286,2,2,350.3075,350.3075,46.42857143,303.8789286,0,29,29,4,25,0,1,0,0,8.502857143,0,0
1330,1,6,31,1,1,,,,,5264.326786,118932.7639,,,,,343.3767857,343.3767857,3,3,342.8571429,342.8571429,342.8571429,0,0,2,2,2,0,0,0,1,0,0,4.357142857,0
1253,1,50,134,1,,,1,,,1181.363929,,,0,,,345.7682143,345.7682143,5,5,418.6785714,418.6785714,0,0,414.3214286,14,14,0,0,13,0,1,1,0,6,11.49607143
1219,1,33,19,1,,,,,,5164.206429,,,,,,347.3221429,347.3221429,2,2,368.4928571,368.4928571,71.42857143,19.67142857,246.3214286,13,13,2,3,5,0,0,0,0,0,0
1481,1,7,0,1,,,1,,,6236.142143,,,0,,,348.1103571,138.3178571,6,3,340.9671429,131.2210714,100,0,0,7,5,3,0,0,0,0,0,0,0,0
204,0,41,12,1,,,,,,0.682142857,,,,,,349.2710714,349.2710714,2,2,397.25,397.25,357.1428571,0,38.57142857,6,6,2,0,1,0,0,0,0,0,0
672,1,4,261,1,,,,,,47.96464286,,,,,,350.7910714,350.7910714,2,2,291.8321429,291.8321429,0,0,0,2,2,0,0,0,0,1,0,0,1.964285714,0
883,0,34,67,1,,,,,,236.2178571,,,,,,354.6435714,354.6435714,4,4,341.8307143,341.8307143,257.1428571,0,82.18785714,7,7,2,0,4,1,0,0,2.231964286,0,0
806,0,37,59,1,,,,,,0,,,,,,356.0364286,356.0364286,3,3,359.1071429,359.1071429,357.1428571,0,0,3,3,2,0,0,0,0,1,0,0,12.02392857
501,0,64,11,1,2,1,,,,460.5771429,5136.296071,0,,,,356.2885714,352.1092857,3,2,163.0357143,163.0357143,0,0,161.7142857,3,3,0,0,2,0,0,1,0,0,15.95214286
60,0,20,28,1,,,,,,3891.116071,,,,,,356.4042857,356.4042857,2,2,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,0,0,0,0
480,1,36,71,1,,,,,,869.8032143,,,,,,357.1428571,357.1428571,1,1,360.5357143,360.5357143,0,0,357.1428571,2,2,0,0,1,0,0,1,0,0,10.71428571
737,0,55,31,3,,,,,,3175.264643,,,,,,357.1439286,357.1439286,2,2,404.0053571,404.0053571,0,0,0,7,7,0,0,0,0,0,0,0,0,0
1264,1,77,28,1,,,,,,12992.51071,,,,,,357.1439286,357.1439286,2,2,323.6071429,323.6071429,0,0,320.2142857,7,7,0,0,6,1,0,0,36.82660714,0,0
903,1,33,181,1,,,,,,414.7292857,,,,,,357.1457143,357.1457143,2,2,132.8214286,132.8214286,0,132.8214286,0,1,1,0,1,0,1,0,0,4.637857143,0,0
1023,0,49,150,1,,,,,,2916.7925,,,,,,357.1489286,357.1489286,2,2,869.0296429,869.0296429,232.1428571,184.9939286,448.3928571,24,24,2,11,10,0,0,0,0,0,0
190,1,50,62,1,1,,1,,,3732.89,6177.329643,,157.9267857,,,357.7289286,357.1482143,3,2,249.9607143,249.9607143,0,48.60357143,198.9642857,5,5,0,2,2,0,0,0,0,0,0
221,1,42,186,1,,,,1,,1442.284643,,,,0,,358.5721429,357.1432143,8,5,416.1035714,414.675,10.71428571,0,252.1428571,12,10,1,0,6,0,0,1,0,0,7.243214286
979,1,35,156,1,1,,,,,18896.31286,1025.013571,,,,,359.9739286,359.9657143,5,4,291.8928571,291.8928571,289.2857143,0,0,17,17,8,0,0,0,0,0,0,0,0
661,0,67,56,1,1,,,,,378.8889286,882.2335714,,,,,359.9785714,357.1442857,3,2,495.3289286,138.1860714,71.42857143,64.79321429,357.1428571,10,9,1,7,1,0,0,0,0,0,0
48,1,64,92,1,,5,1,,,2418.3175,,59721.75929,0,,,360.975,360.975,2,2,308.5357143,308.5357143,178.5714286,0,128.6785714,8,8,1,0,6,0,1,0,0,0.893928571,0
1387,1,72,107,1,,,1,,1,853.3428571,,,0,,11462.72036,362.1025,211.3207143,7,5,433.8557143,211.3207143,0,0,17.85714286,12,5,0,0,2,0,0,0,0,0,0
875,1,43,124,1,,,,,,50.34107143,,,,,,362.8582143,362.8582143,3,3,362.0364286,362.0364286,217.8571429,50.28642857,92.46428571,19,19,7,7,4,1,0,0,0.282321429,0,0
1265,0,31,162,1,,,,,,2941.993929,,,,,,364.41,364.41,2,2,583.7460714,583.7460714,464.2857143,112.4960714,0,9,9,3,4,0,0,0,1,0,0,17.17535714
1456,0,61,149,1,1,,,,,0,0,,,,,364.7721429,364.7528571,4,3,774.98,774.98,14.28571429,497.4442857,258.6071429,28,28,1,20,5,0,1,0,0,3.607142857,0
1205,1,69,83,1,,,1,,,628.3125,,,176.8853571,,,365.0857143,365.0857143,3,3,387.4392857,387.4392857,160.7142857,27.83214286,194.0714286,13,13,5,3,4,0,1,0,0,12.76535714,0
1527,1,39,10,1,,,1,1,,24.78285714,,,0,17.17857143,,366.3928571,323.7192857,7,3,984.6721429,953.1310714,660.7142857,0,274.0878571,22,15,7,0,6,0,0,1,0,0,6.678571429
703,0,21,149,1,,6,,,,198.8796429,,125.1257143,,,,370.1471429,370.1471429,5,5,518.8107143,126.8821429,71.42857143,55.45357143,0,10,6,2,4,0,0,0,1,0,0,2.107142857
212,0,23,68,1,,,1,,,226.8142857,,,386.6507143,,,370.5467857,370.5467857,2,2,260.0125,260.0125,214.2857143,25.47678571,17.85714286,8,8,3,2,1,0,0,0,0,0,0
1259,1,26,228,2,,,,,1,0,,,,,2933.313571,370.6760714,339.2867857,3,2,327.5371429,323.18,17.85714286,33.25142857,221.5,15,13,1,3,7,0,0,1,0,0,12.65928571
441,1,46,0,1,,,,,,0.57,,,,,,371.4307143,371.4307143,5,5,311.2607143,311.2607143,25,65.11785714,203.2857143,8,8,2,2,3,0,0,1,0,0,6.25
673,1,73,116,1,2,1,1,1,,2588.838214,16144.00214,733.0685714,8.445,1.178571429,,372.6653571,369.8314286,8,3,438.5714286,436.2142857,357.1428571,0,74.28571429,13,9,2,0,5,1,0,1,24.13589286,0,12.50857143
1517,1,48,88,1,,,,,,53.04857143,,,,,,374.3957143,374.3957143,2,2,337.1428571,337.1428571,53.57142857,10,269.7142857,11,11,1,1,7,0,0,1,0,0,13.92857143
198,0,54,5,1,,3,,,,3991.991429,,0,,,,377.0432143,377.0432143,2,2,393.8071429,393.8071429,178.5714286,29.12857143,183.6071429,11,11,1,3,6,0,0,0,0,0,0
